category,description,title,brand,rank,price,productID
"['Books', 'Literature & Fiction', 'Contemporary']",['Cecelia Ahern romance fiction.'],Where Rainbows End,Visit Amazon's Cecelia Ahern Page,"1,420,050 in Books (",$14.15,0007165013
"['Books', 'Literature & Fiction', 'History & Criticism']","[""A peerless A--Z guide to the names, places and events in the world of J.R.R. Tolkien, fully illustrated in colour throughout by acclaimed Tolkien artist, Ted Nasmith. J.R.R. Tolkien's fantasy works The Hobbit, The Lord of the Rings and The Silmarillion have delighted millions of readers over the years. Middle-earth, the world in which the stories take place, is as real and complex as our own. Events, geography and names were created with care and loving attention by Tolkien, who wanted every single detail of his books to fit into their total pattern. A belief in perfection, the fun of the sub-creation and the desire to create something totally convincing involved him in map-making, endless charts of dates and events and the development of his many invented languages. The Complete Guide to Middle-earth was designed to add to the enjoyment of the reader of The Hobbit, The Lord of the Rings and The Silmarillion by bringing together in an A--Z sequence facts and information about names, languages, places and events from these central books which will provide an indispensable aid to every reader's discovery of Tolkien's world -- and the new edition has been enhanced by stunning illustrations, courtesy of celebrated Tolkien artist Ted Nasmith.""]",The Complete Guide to Middle-Earth: From the Hobbit to the Silmarillion,Visit Amazon's Robert Foster Page,"622,496 in Books (",,0007169426
"['Books', 'Literature & Fiction', 'Contemporary']",[],Eleven Minutes,Visit Amazon's Paulo Coelho Page,"5,053,721 in Books (",$10.53,0007166052
"['Books', 'Literature & Fiction', 'Contemporary']","[""Michael Cunningham was raised in Los Angeles and now lives in New York. His first novel 'A Home at the End of the World' was published in 1990, and his second 'Flesh and Blood' in 1995. 'The Hours' was awarded both the 1999 Pulitzer Prize for Fiction and the 1999 PEN/Faulkner Award.""]",The Hours: Complete &amp; Unabridged,Visit Amazon's Michael Cunningham Page,"4,318,146 in Books (",$0.99,0007166311
"['Books', 'Literature & Fiction', 'Genre Fiction']",['Are You Afraid of the Dark'],Are You Afraid of the Dark?,Visit Amazon's Sidney Sheldon Page,"1,357,820 in Books (",$14.89,0007165161
"['Books', 'Literature & Fiction', 'Contemporary']","[""'The storytelling is extraordinary...A completely gripping tale told in an almost manically propulsive style.' Guardian'When you start a Joyce Carol Oates novel, you know you're in good hands. Her writing is original and effortless and she never disappoints. The Tattooed Girl is no exception.' Sunday Express'A fine writer at the top of her form.' Sunday Telegraph'Polished and taut'Daily Telegraph'The Tattooed Girl is as startlingly sharp as it is tender...the pain of the inarticulate is given a voice so piercingly real it prickles the blood.'Observer"", ""Joyce Carol Oates is a writer of wide appeal for all readers, described as `One of the Nation's finest writers', she has been a recipient of the National Book Award, PEN/Malamud Award for short fiction and was an Oprah Book Club Selection with WE WERE THE MULVANEYS. Her recent novels include MIDDLE AGE and I'LL TAKE YOU THERE. She is a member of the American Academy of Arts and Letters and is the Roger S Berlind Distinguished Professor at Princeton University.""]",The Tattooed Girl,Visit Amazon's Joyce Carol Oates Page,"11,257,037 in Books (",$0.50,0007170785
[],[],Just Between Us,Visit Amazon's Cathy Kelly Page,"18,946,614 in Books (",$1.79,0007164785
[],[],The Other Side of You,Visit Amazon's Salley Vickers Page,"10,566,102 in Books (",$5.87,0007165447
"['Books', ""Children's Books"", 'Literature & Fiction']","['""A plain horse and wagon on Mulberry Street grows into a story that no one can beat!"" In this delightful tale, Young Marco allows his imagination to run riot as he travels home from school one day, to the extent that a horse and cart is soon transformed into a chaotic carnival of colourful creatures. This delightful book forms part of the second stage in HarperCollins\' major Dr. Seuss rebrand programme. With the relaunch of 10 more titles in August 2003, such all-time favourites as How the Grinch Stole Christmas!, Mr. Brown Can Moo! Can You? and Dr. Seuss\' Sleep Book boast bright new covers that incorporate much needed guidance on reading levels: Blue Back Books are for parents to share with young children, Green Back Books are for budding readers to tackle on their own, and Yellow Back Books are for older, more fluent readers to enjoy. And To Think That I Saw It On Mulberry Street belongs to the Green Back Book range.']",And to Think That I Saw It on Mulberry Street Green Back Book,Visit Amazon's Dr. Seuss Page,"1,295,069 in Books (",$2.73,0007169922
"['Books', 'Literature & Fiction', 'Genre Fiction']","['Book by Brooks, Geraldine']",March: a Love Story in a Time of War,Visit Amazon's Geraldine Brooks Page,"3,338,194 in Books (",$13.20,0007165870
"['Books', 'Literature & Fiction', 'Genre Fiction']","[""The second installment in the Grail Quest series, from one of our bestselling authors. In Harlequin, Thomas of Hookton travelled to France as an archer and there discovered a shadowy destiny, which linked him to a family of heretical French lords who sought Christendom's greatest relic: the Holy Grail. Vagabond continues the story of a search that Thomas is reluctant to pursue. He doubts the grail's existence, and he has other promises to keep, promises that take him back to Brittany where a vicious civil war is about to reach its climax. But other folk, far more powerful than Thomas and his friends, fear the rumour of the grail's existence and force Thomas to pursue the relic, while his enemies, faceless and ruthless, fear Thomas's destiny and determine to destroy him. Thomas's allies are few and weak: a hedge priest, a renegade French knight, a Jewish adventurer and a crippled English soldier -- but now they must unite and find greater strengths to pierce the mysteries of Christendom.""]","Vagabond (The Grail Quest, Book 2)",Visit Amazon's Bernard Cornwell Page,"495,252 in Books (",$101.30,0007161158
"['Books', 'Literature & Fiction', 'Contemporary']","[""Welcome to the most twisted high-school reunion imaginable, from a rising star of American satire. 'Sam Lipsyte is a gifted stylist, precise, original, devious, and very funny.' Jeffrey Eugenides, author of 'Middlesex' 'It's confession time, fellow alumni. Ever since Principal Fontana found me and commenced to bless my mail slot, monthly, with the Eastern Valley High School Alumni Newsletter, I've been meaning to pen my update. Sad to say, vanity slowed my hand. Let a fever for the truth speed it now. Let me stand on the rooftop of my reckoning and shout naught but the indisputable: I did not pan out.' The Eastern Valley High School alumni newsletter, 'Catamount Notes', is bursting with tales of success: we've got a bankable politician and a famous baseball star, not to mention a major label recording artist. And then there is the appalling, somewhat bitter and yet entirely loveable Lewis Miner, class of '89 -- who did not pan out. From perhaps the most gifted of the younger generation of US satirical novelists, 'Home Land' is a marvel of playful prose and sustained invention -- and very, very funny.""]",Home Land,Visit Amazon's Sam Lipsyte Page,"2,464,359 in Books (",$44.96,000717036X
"['Books', 'Literature & Fiction', 'Contemporary']","[""An escaped convict threatens more than the summer tourist trade in the gripping fifth thriller featuring Detectives Fry and Cooper. 'Today was the day Detective Constable Ben Cooper was supposed to have died. For practical purposes, he was already dead.' Fourteen years ago Mansell Quinn was jailed for murdering his mistress. Now he has escaped and is on the run, hiding amongst the Peak District's many summer tourists. When Quinn's ex-wife is found dead, DC Cooper and his tough boss DS Fry suspect it is only a matter of time before another victim is found. And Cooper -- as the son of Quinn's arresting officer -- is high on the list. As they desperately search the case files for clues and the death toll rises, darker possibilities emerge. Are the killings the work of a deranged killer who cannot be found -- or a desperate man, wrongly convicted?""]",One Last Breath,Visit Amazon's Stephen Booth Page,"1,148,181 in Books (",$12.58,0007172044
"['Books', 'Literature & Fiction', 'Genre Fiction']","[""'Tracy Chevalier gives the kiss of life to the historical novel.' Independent"", 'Tracy Chevalier lives in Highgate with her husband and young son.']",The Lady and the Unicorn,Visit Amazon's Tracy Chevalier Page,"15,543,323 in Books (",,0007171226
"['Books', 'Literature & Fiction', 'Genre Fiction']","[""`A virtuoso of historical fiction' Sunday Telegraph""]",A Crowning Mercy,Bernard Cornwell,"2,481,274 in Books (",$7.96,0007172796
"['Books', 'Literature & Fiction', 'Contemporary']","[""'Coupland's last four novels are so good and so distinctive that they seem to me to mark a genuine seismic shift in the literary landscape.' Nicholas Blincoe, New Statesman 'Douglas Coupland is one of the freshest, most exciting voices of the novel... He has a wonderful talent' tom wolfe 'Coupland has passion and pace, intelligence and wit. If you find anything about the way we live now disturbing and wrong, he is your man. (He is my man.)' Daily Telegraph 'Coupland at his best can make a single phrase say more than many another writer's whole novel.' jenny turner, London Review of Books"", 'DOUGLAS COUPLAND first came to prominence as the author of Generation X (1995). He followed that with a sequence of ever-more daring and inventive novels, including Shampoo Planet, Life After God, Girlfriend in a Coma and, most recently, All Families Are Psychotic. He lives in Vancouver.']",Hey Nostradamus!,Visit Amazon's Douglas Coupland Page,"11,819,913 in Books (",$48.06,0007162502
"['Books', ""Children's Books""]","['', 'Theodor Seuss Geisel  better known to millions of his fans as Dr. Seuss  was born the son of a park superintendent in Springfield, Massachusetts, in 1904. After studying at Dartmouth College, New Hampshire, and later at Oxford University in England, he became a magazine humorist and cartoonist, and an advertising man. He soon turned his many talents to writing childrens books, and his first book  And To Think That I Saw It On Mulberry Street  was published in 1937. His greatest claim to fame was the one and only The Cat in the Hat, published in 1957, the first of a hugely successful range of early learning books.']",Ten Apples Up on Top: Green Back Book (Dr Seuss - Green Back Book),Visit Amazon's Dr. Seuss Page,"1,933,728 in Books (",$10.83,0007169973
"['Books', 'Business & Money', 'Management & Leadership']","[""CEO Louis V. Gerstner Jr.'s memoir about the extraordinary turnaround of IBM and his transformation of the company into the industry leader of the computer age -- the great American business story of our time. When Louis V. Gerstner became CEO of IBM in 1993, shares had slumped and the company was on the verge of collapse. Hired for his successful management of RJR Nabisco and American Express, Gerstner had no background in technology, but during his seven-year chairmanship, he transformed the company into the leading force of the computer age. In his frank, direct voice, Gerstner recalls the obstacles he faced: the plans to fragment the company, the inconsistent global policies, the stodgy white-shirt hierarchy and inter-departmental competitiveness and the rapidly declining sales. Within months of joining IBM, Gerstner presented his bold and controversial business strategy. Punitive towards office politics, he revolutionised the company from within, altering an entire corporate culture, divesting billions of dollars in unneeded assets and transforming IBM from a fractured, process-driven business into a nimble, customer-driven enterprise able to respond quickly to the volatile technology market and face down Microsoft and Intel in the internet era. Revealing his tactics step by step, Gerstner spins an engaging narrative that takes the reader behind the curtain into the unbelievable mess he inherited and into the office and mind of a CEO facing the challenge of a lifetime.""]",Who Says Elephants Can't Dance? : How I Turned Around IBM,Louis Gerstner,"2,680,649 in Books (",$15.77,0007170874
"['Books', 'Literature & Fiction', 'History & Criticism']","['&#8220;Robertson keeps the atmosphere light throughout, tagging delightful epigraphs onto every reminiscence.&#8221; (Philadelphia Inquirer)<br /><br />&#8220;Entertaining reading. This is a jolly romp and will make a good stocking-filler for any authors of your acquaintance.&#8221; (Sunday Times (London))<br /><br />&#8220;As simple as Schott&#8217;s Original Miscellany and equally effective.&#8221; (Literary Review)<br /><br />&#8220;Full of the most achingly funny, endearing accounts of total humiliation.&#8221; (Daily Mail (London))', '', 'Robin Robertson is from the northeast coast of Scotland. He has published five collections of poetry and received a number of accolades, including the Petrarca-Preis, the E. M. Forster Award from the American Academy of Arts and Letters, and a Forward Prize in each category. Apart from his translations of Euripides, he has also edited a collection of essays, <em>Mortification: Writers&#39; Stories of Their Public Shame</em>, and, in 2006, he published <em>The Deleted World</em>, a selection of free English versions of poems by the Nobel laureate Tomas Transtr&#246;mer.']",Mortification: Writers' Stories of Their Public Shame,Visit Amazon's Robin Robertson Page,"2,676,525 in Books (",$37.61,0007170580
"['Books', 'Literature & Fiction', 'Action & Adventure']","[""`A compelling story juxtaposed with breathtaking descriptions of the landscape.' Woman and Home 'Gripping romance.' Eve 'The majesty and hostility of the landscape leap off the page.' Daily Mail `A good read.' New Books Praise for Rosie Thomas: `Rosie Thomas writes with beautiful, effortless prose, and shows a rare compassion and a real understanding of the nature of love.' The Times `Honest and absorbing, Rosie Thomas mixes the bitter and the hopeful with the knowledge that the human heart is far more complicated than any rule suggests.' Mail on Sunday `A story full of passion... will keep you reading long after bedtime.' New Woman `Thomas's novels are beautifully written. This one is a treat.' Marie Claire"", 'Rosie Thomas is the author of a number of celebrated novels, including the bestsellers Sun at Midnight, Iris and Ruby and Constance. Once she was established as a writer and her children were grown, she discovered a love of travelling and mountaineering. She has climbed in the Alps and the Himalayas, competed in the Peking to Paris car rally, spent time on a tiny Bulgarian research station in Antarctica and travelled the silk road through Asia. She lives in London.']",Sun at Midnight,Visit Amazon's Rosie Thomas Page,"1,204,936 in Books (",$16.33,0007173520
"['Books', ""Children's Books"", 'Literature & Fiction']","[""In this hilarious tale of mishap and misadventure, Dr. Seuss reminds us that there is always someone, somewhere, worse off than ourselves. With his unique combination of hilarious stories, zany pictures and riotous rhymes, Dr. Seuss has been delighting young children and helping them learn to read for over fifty years. Creator of the wonderfully anarchic Cat in the Hat, and ranking among the UK's top ten favourite children's authors, Seuss is firmly established as a global best-seller, with nearly half a million books sold worldwide. This delightful book forms part of the third stage in HarperCollins' major Dr. Seuss rebrand programme. With the relaunch of six more titles in January 2004, such all-time favourites as The Lorax, The Foot Book and Yertle the Turtle boast bright new covers that incorporate much needed guidance on reading levels: Blue Back Books are for parents to share with young children, Green Back Books are for budding readers to tackle on their own, and Yellow Back Books are for older, more fluent readers to enjoy. Did I Ever Tell You How Lucky You Are? belongs to the Yellow Back Book range.""]",Did I Ever Tell You How Lucky You Are? Yellow Back Book,Visit Amazon's Dr. Seuss Page,"846,884 in Books (",$28.18,0007173121
"['Books', 'Literature & Fiction', 'Genre Fiction']","[""Barbara Erskine's classic bestseller, the successor to Lady of Hay, at last available as a HarperCollins paperback. In a childless and unhappy marriage, Clare Royland is rich and beautiful -- but lonely. And fueling her feelings of isolation is a strange, growing fascination with an ancestress from the distant past. Troubled by haunting inexplicable dreams that terrify -- but also powerfully compel -- her, Clare is forced to look back through the centuries for answers. In 1306, Scotland is at war. Isobel, Countess of Buchan, faces fear and the prospect of untimely death as the fighting surrounds her. But passionate and headstrong, her trials escalate when she is persecuted for her part in crowning Robert the Bruce, her lover. Duncairn, Isobel's home and Clare's beloved heritage, becomes a battleground for passions that span the centuries. As husband Paul's recklessness threatens their security, Clare must fight to save Duncairn, and to save herself from the powers of Isobel...""]",Kingdom of Shadows,Visit Amazon's Barbara Erskine Page,"3,912,765 in Books (",$2.11,0007173628
"['Books', ""Children's Books"", 'Literature & Fiction']",['Dr.Seusss Sleep Book'],Dr. Seuss' Sleep Book,Visit Amazon's Dr. Seuss Page,"2,271,078 in Books (",$29.72,0007169930
"['Books', 'History', 'World']","['In this pathbreaking interrogation of the last century of American history, Power draws upon her own reporting from the modern killing fields to tell the story of American indifference and American courage in the face of the worst massacres of the 20th century.\n\nIn this work of social history, Power examines how, since the Holocaust, Americans have very rarely marshalled their might to stop genocide and mass terror. It makes a moral argument for why America must renew its vigilance against genocide.']",A Problem from Hell : America and the Age of Genocide,Visit Amazon's Samantha Power Page,"1,343,185 in Books (",$24.23,0007172990
"['Books', 'History', 'Americas']","['Even readers who find the idea of a ""playboy"" somewhat questionable won\'t be able to put down Levy\'s biography of Porfirio Rubirosa (1909&ndash; 1965). For one thing, there\'s delicious gossip: the women he courted (Eartha Kitt, Zsa Zsa Gabor), the men he prowled with (Prince Aly Khan, Sinatra, the Kennedys) and the fabulously wealthy women he married (Barbara Hutton, Doris Duke). There\'s also the story of his infamous penis&mdash;Doris Duke described it as ""six inches in circumference... much like the last foot of a Louisville Slugger baseball bat with the consistency of a not completely inflated volleyball."" Plus, there\'s sports-car racing, polo ponies and nonstop nightclubbing. But Levy, film critic for the <I>Portland Oregonian</I>, goes beyond the glitz to see Rubirosa as a product of a particular time and place: dictator Trujillo\'s Dominican Republic. Like many Trujillo intimates, Rubirosa was well paid for his loyalty, not his labor. By the 1960s, when Rubirosa crashed his Ferrari in Paris\'s Bois de Boulogne, he was an anachronism&mdash;at that point, even wealthy men were trying to have careers of some sort. All Rubi knew was how to enjoy himself, so this bubbly bio is a perfect tribute. Photos. <BR>Copyright &copy; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.', ""Porfirio Rubirosa is a name likely to be unfamiliar to anyone born after 1960, but he certainly made a name for himself in the 1950s--as a playboy par excellence--and his life story proves well worth the telling. Written in a breezy style perfectly suitable for conjuring Rubirosa's seductive personality and the steamy atmospheres that he created and in which he flourished, Levy's complete reconstruction of his life starts with his childhood in the Dominican Republic as the son of a military man turned diplomat. Rubirosa married a daughter of Dominican strongman Raphael Trujillo, later married a French actress, and then wed two fabulously wealthy American heiresses. He died (at age 56, in 1965) as he lived--zooming in a fast car; unfortunately, on this occasion, his car crashed, and he died before reaching a hospital. By the author of <i>Rat Pack Confidential </i>(1998), this biography is both an anatomy of shallowness and a compelling piece of social history. <i>Jay Freeman</i><br><i>Copyright &#169; American Library Association. All rights reserved</i>""]",The Last Playboy : the High Life of Porfirio Rubirosa,Visit Amazon's Shawn Levy Page,"847,893 in Books (",$9.90,0007170599
"['Books', 'Literature & Fiction', 'Classics']",[],Elephants Can Remember Complete &amp; Unabridged,Visit Amazon's Agatha Christie Page,"3,298,897 in Books (",$18.04,0007174098
"['Books', 'Literature & Fiction', 'Genre Fiction']","[""A brand new three-in-one Poirot omnibus, featuring the world-renowned detective's wartime adventures. Includes One, Two Buckle My Shoe, Five Little Pigs, Taken at The Flood. It seems Hitler's Luftwaffe aren't the only ones responsible for the deaths of innocent people as World War II rages -- it seems plenty of murderers are willing to help them reduce Britain' war-torn population even further. And it's up to Hercule Poirot to stop them! ONE, TWO, BUCKLE MY SHOE The dentist was found with a blackened hole below his right temple. A pistol lay on the floor near his outflung right hand. Later, one of his patients was found dead from a lethal dose of anaesthetic. A clear case of murder and suicide -- but why would a dentist commit a crime in the middle of a busy day of appointments? A show buckle holds the key to the mystery. Now -- in the words of the rhyme -- can Poirot pick up the sticks and lay them straight? FIVE LITTLE PIGS Beautiful Caroline Crale was convicted of poisoning her husband, yet there were five other subjects: Philip Blake (the stockbroker) who went to market; Meredith Blake (the amateur herbalist) who stayed at home; Elsa Greer (the three-time divorcee) who had roast beef; Cecilia Williams (the devoted governess) who had none; and Angela Warren (the disfigured sister) who cried 'wee wee wee' all the way home. It is sixteen years later, but Hercule Poirot just can't get that nursery rhyme out of his head! TAKEN AT THE FLOOD A few weeks after marrying an attractive young widow, Gordon Cloade is tragically killed by a bomb blast in the London Blitz. Overnight, the former Mrs Underhay finds herself in sole possession of the Cloade family fortune. Shortly afterward, Hercule Poirot receives a visit from the dead man's sister-in-law, who claims she has been warned by 'spirits' that Mrs Underhay's first husband is still alive. Yet, what mystifies Poirot most is the woman's true motive for approaching him.""]",Poirot: The War Years,Visit Amazon's Agatha Christie Page,"3,932,530 in Books (",,0007171196
"['Books', 'Literature & Fiction', 'Contemporary']",['Book by BARBARA ERSKINE'],Daughters of Fire,BARBARA ERSKINE,"2,935,034 in Books (",$60.30,0007174268
"['Books', ""Children's Books""]","['<hr class=""bucketDivider"" noshade=""noshade"" size=""1"" /> <div class=""bucket""><strong class=""h3color""> 10 Second Interview: A Few Words with Daniel Handler</strong><br /><br /><strong>Q:</strong> Your Wikipedia (online encyclopedia) entry defines you as author, screenwriter, and accordionist. Is that how you would describe yourself?<br /> <strong>A:</strong> I find that nothing makes people back away faster at a social gathering than ""accordionist."" Except perhaps ""screenwriter."" And, even ""author"" always makes people nervous, so I usually say ""writer."" <br /><br /> <strong>Q:</strong> How long have you been writing?<br /> <strong>A:</strong> All my life really, since I was <em>able</em> to write all I wanted to do was write. I think largely I ended up becoming a writer because I could think of nothing else that I was good at--at all. As a kid, I always wanted to be a writer, and I had no backup plan whatsoever as an adult.<br /><br /> <strong>Q:</strong> Are the Baudelaire children ever going to be happy?<br /> <strong>A:</strong> Well, they are happy on a regular basis, just not for very long. Um, are they ever going to be happy permanently? I don\'t know any permanently happy people, thank goodness.<br /><br /> <strong>Q:</strong> Okay, then is the series going to end on a happy note?<br /> <strong>A:</strong> Well, I always remind readers of the Snicket books that happy is a comparative term, so the end will be happier than some people would think, but less happy than others.<br /><br /> <strong>Q:</strong> When can fans expect the final book?<br /> <strong>A:</strong> I believe the thirteenth volume will be released in the fall of 2006, although something terrible could happen to the author at any moment and then the books would not be released at all.<br /><br /> Looking for more from Daniel Handler? <a href=""http://www.amazon.com/exec/obidos/tg/feature/-/541871"">Check out his answers to Amazon.com\'s <em>The Significant Seven</em>.</a></div> <br clear=""all"" /> <hr class=""bucketDivider"" noshade=""noshade"" size=""1"" /> <div class=""bucket""><strong class=""h3color""> </strong> <div class=""bucket""> <div class=""bucket""><strong class=""h3color"">An Interview with Lemony Snicket</strong><br /><br />Lemony Snicket has captured the hearts of childen and adults alike with the hilariously gloomy series that began, of course, with <em><a href=""http://www.amazon.com/gp/product/0064407667/"">The Bad Beginning</a></em>. Amazon.com had a chance to question the author of this marvelously morbid and delightfully depressing series, and the communication was grim indeed. Read the cumbersome <a href=""http://www.amazon.com/exec/obidos/tg/feature/-/541629"">communique</a> and see for yourself.<br /> <br clear=""all"" /></div> </div> </div>\n\t\t\t\t\t\t    \t\n\t\t\t\t\t\t        \t--This text refers to an alternate <a href=\'/dp/0060579498/ref=dp_bookdescription?_encoding=UTF8&amp;n=283155\'>Audio CD</a> edition.', 'Gr. 5-8. ""Book the Twelfth,"" second to last in the fantastically popular A Series of Unfortunate Events, reunites the beleaguered Baudelaire orphans with a host of characters from previous adventures as they gather at Hotel Denouement (with rooms organized according to the Dewey decimal system) to await the delivery of--the sugar bowl. Well, fans will get the drift, despite the fact that this inventive go-round seems more dizzying and stuffed with definitions than usual. But even as the series draws to a close, new questions arise--the most important one being, are the kids valorous volunteers or villains after all? <i>Stephanie Zvirin</i><br><i>Copyright &#169; American Library Association. All rights reserved</i>\n\t\t\t\t\t\t    \t\n\t\t\t\t\t\t        \t--This text refers to an alternate <a href=\'/dp/0060579498/ref=dp_bookdescription?_encoding=UTF8&amp;n=283155\'>Audio CD</a> edition.']",The Penultimate Peril: Complete &amp; Unabridged,Lemony Snicket; Tim Curry,"19,719,733 in Books (",$25.58,0007174640
"['Books', 'Humor & Entertainment', 'Movies']","[""Chris Smith has worked in bookselling and publishing, specialising in the fantasy genre, and has worked with authors as diverse as Robin Hobb and Stephen King. He has been the Tolkien editor at HarperCollins for five years, and he brings together his knowledge of Tolkien's works and the relationships he has developed with the Lord of the Rings filmmakers to write this new book.""]",The Lord of the Rings: Weapons and Warfare,Chris R. Smith,"2,999,214 in Books (",$44.00,000717201X
"['Books', 'Literature & Fiction']","[""BOOKER SHORTLISTED 2008. An epic chronicle of the last 20 years of British life from the Booker shortlisted and Granta Best of Young British novelist, Philip Hensher. Beginning in 1974 and ending with the fading of Thatcher's government in 1996, 'The Northern Clemency' is Philip Hensher's epic portrait of an entire era, a novel concerned with the lives of ordinary people and history on the move. Set in Sheffield, it charts the relationship between two families: Malcolm and Katherine Glover and their three children; and their neighbours the Sellers family, newly arrived from London so that Bernie can pursue his job with the Electricity Board. The day the Sellers move in there is a crisis across the road: Malcolm Glover has left home, convinced his wife is having an affair. The consequences of this rupture will spread throughout the lives of both couples and their children, in particular 10-year-old Tim Glover, who never quite recovers from a moment of his mother's public cruelty and the amused taunting of 15-year-old Sandra Sellers, childhood crises that will come to a head twenty years later. In the background, England is changing: from a manufacturing and industrial based economy into a new world of shops, restaurants and service industries, a shift particularly marked in the North with the miners' strike of 1984, which has a dramatic impact on both families. Inspired by the expansive scale and webs of relationships of the great nineteenth-century Russian novels, 'The Northern Clemency' shows Philip Hensher to be one of our greatest chroniclers of English life.""]",The Northern Clemency,Visit Amazon's Philip Hensher Page,"6,909,873 in Books (",$29.50,0007174799
"['Books', 'Religion & Spirituality', 'Buddhism']",[],The Dalai Lama's Little Book of Wisdom,Dalai Lama XIV Bstan-'dzin-rgya-mtsho,"5,340,883 in Books (",$6.87,0007173172
"['Books', 'Biographies & Memoirs']","[""A third memoir from the author of the huge international bestsellers &#x2018;Angela&#x2019;s Ashes&#x2019; and &#x2018;&#x2018;Tis&#x2019;. In &#x2018;Teacher Man&#x2019;, Frank McCourt details his illustrious, amusing, and sometimes rather bumpy years as an English teacher in the public high schools of New York City.Frank McCourt arrived in New York as a young, impoverished and idealistic Irish boy &#x2013;&#xA0;but who crucially had an American passport, having been born in Brooklyn. He didn't know what he wanted except to stop being hungry and to better himself. On the subway he watched students carrying books. He saw how they read and underlined and wrote things in the margin and he liked the look of this very much. He joined the New York Public Library and every night when he came back from his hotel work he would sit up reading the great novels.Building his confidence and his determination, he talked his way into NYU and gained a literature degree and so began a teaching career that was to last thirty years, working in New York&#x2019;s public high schools. Frank estimates that he probably taught 12,000 children during this time and it is on this relationship between teacher and student that he reflects in &#x2018;Teacher Man&#x2019;, the third in his series of memoirs.The New York high school is a restless, noisy and unpredictable place and Frank believes that it was his attempts to control and cajole these thousands of children into learning and achieving something for themselves that turned him into a writer. At least once a day someone would put up their hand and shout &#x2018;Mr. McCourt, Mr. McCourt, tell us about Ireland, tell us about how poor you were&#x2026;&#x2019; Through sharing his own life with these kids he learnt the power of narrative storytelling, and out of the invaluable experience of holding 12,000 people&#x2019;s attention came &#x2018;Angela&#x2019;s Ashes&#x2019;.""]",TEACHER MAN,Visit Amazon's Frank McCourt Page,"1,623,351 in Books (",$5.00,0007173989
"['Books', 'Arts & Photography', 'History & Criticism']","[""`Patrick O'Brian has written much the best biography of Picasso. It is full of information, the judgements both of Picasso as a man and as an artist seem to me remarkably convincing, and it is extremely well-written. In particular, the relationship between Picasso and the Catalan painters is given its true importance, both in his formative years and, as friends, throughout his life.'Kenneth Clarke"", ""Patrick O'Brian, until his death in 2000, was one of our greatest contemporary novelists. He is the author of the acclaimed Aubrey-Maturin tales and the biographer of Joseph Banks and Picasso. He is the author of many other books including Testimonies, and his Collected Short Stories. In 1995 he was the first recipient of the Heywood Hill Prize for a lifetime's contribution to literature. In the same year he was awarded the CBE. In 1997 he received an honorary doctorate of letters from Trinity College, Dublin. He lived for many years in South West France and he died in Dublin in January 2000.""]",Picasso: A Biography,Visit Amazon's Patrick O'Brian Page,"8,308,302 in Books (",$19.37,0007173571
"['Books', 'Literature & Fiction', 'Contemporary']",[],Erskine Untitled,Visit Amazon's Barbara Erskine Page,"2,967,362 in Books (",$22.16,0007174284
"['Books', 'Education & Teaching', 'Schools & Teaching']","['""[Dr. Seuss] has...instilled a lifelong love of books, learning and reading [in children]"" - The Telegraph ""Dr. Seuss ignites a child\'s imagination with his mischievous characters and zany verses"" - The Express ""The magic of Dr. Seuss, with his hilarious rhymes, belongs on the family bookshelf"" - Sunday Times Magazine ""The author... has filled many a childhood with unforgettable characters, stunning illustrations, and of course, glorious rhyme"" - The Guardian ""Dr. Seuss ignites a child\'s imagination with his mischievous characters and zany verses."" - The Express', ""Theodor Seuss Geisel - better known to his millions of fans as Dr. Seuss - was born the son of a park superintendent in Springfield, Massachusetts, in 1904. After studying at Dartmouth College, New Hampshire, and later at Oxford University in England, he became a magazine humorist and cartoonist, and an advertising man. He soon turned his many talents to writing children's books, and his first book - `And to Think That I Saw It on Mulberry Street' - was published in 1937. His greatest claim to fame was the one and only `The Cat in the Hat', published in 1957, the first of a successful range of early learning books known as Beginner Books.""]",Oh Say Can You Say?: Green Back Book (Dr. Seuss - Green Back Book),Visit Amazon's Dr. Seuss Page,"353,944 in Books (",$10.63,0007175221
[],"[""A personal account of life as seen through the eyes of one of America's best-loved novelists. Over the course of her writing life, Amy Tan's essays and articles have appeared in numerous magazines, journals and anthologies, much to the delight of her fans. Here she has put together her musings on what she sees as the opposi""]",The Opposite of Fate,Visit Amazon's Amy Tan Page,"9,027,551 in Books (",$14.00,0007169698
"['Books', 'Literature & Fiction', 'Contemporary']","[""`A virtuoso of historical fiction' Sunday Telegraph"", 'Bernard Cornwell was born in London, raised in Essex, and now lives mainly in the USA with his wife. In addition to the hugely successful Sharpe novels, Bernard Cornwell is the author of the Starbuck Chronicles, the Warlord trilogy, the Grail Quest series, the Alfred series and standalone battle books Azincourt and The Fort.']",Fallen Angels,Visit Amazon's Bernard Cornwell Page,"2,268,346 in Books (",$13.42,0007176430
"['Books', ""Children's Books"", 'Literature & Fiction']",['brand new!'],Lorax,Visit Amazon's Dr Seuss  Page,"2,060,958 in Books (",$25.97,0007173113
"['Books', 'Mystery, Thriller & Suspense', 'Thrillers & Suspense']","['Shows some signs of wear, and may have some markings on the inside. 100% Money Back Guarantee.']",Girl with a Pearl Earring,Tracy Chevlier,"4,444,206 in Books (",$9.99,0007172826
